article,first main,first talk,reason,comment
3D computer graphics,20070321055620,20021231183332,unknown,
3DSlicer,20080304020615,20080302022756,copyright,"Speedy deleted per ([[WP:CSD#G12|CSD G12]]), was a blatant copyright infringement. using [[WP:TWINKLE|TW]]"
"3alpha,7alpha-dihydroxy-5beta-cholestanate-CoA ligase",20110321070544,20071117082230,unknown,
3d Flying Training Squadron,20160116201554,20110422003019,unknown,
3rd Infantry Division (Germany),20111124102421,20070101205140,unknown,
4 Kings,20070313131935,20070105210431,unknown,
4 World Trade Center,20070816182901,20060203044031,unknown,
4-Methoxybenzoic acid,20100930115627,20070126235534,unknown,
4-coumarate-CoA ligase,20110321074550,20071117082555,unknown,
4-hydroxynonenal,20050706213607,20050607213119,unknown,
4-methyleneglutamate-ammonia ligase,20110321074557,20071117082857,unknown,
4. Liga,20140824153808,20110318203530,unknown,
4.6 x 30 mm,20071125002425,20060506230950,unknown,
40mm grenade,20140629072438,20050602095246,unknown,
40th Nova Scotia general election,20160120064338,20101123050548,unknown,
420 (cannabis culture),20021110165118,20020402145306,unknown,
42d Attack Squadron,20070127020524,20061212073048,unknown,
42nd (East Lancashire) Division,20100103001836,20080520145623,unknown,
42nd Attack Squadron,20080712050252,20080115002943,unknown,
42nd Street-Bryant Park (IND Sixth Avenue Line),20070628115051,20070326104655,unknown,
432d Wing,20080602210740,20070508103432,unknown,
444th Air Expeditionary Wing,20071013114230,20070508103456,unknown,
444th Bombardment Group,20110518004445,20080314180720,unknown,
45 (book),20060603122023,20060227235659,unknown,
47-foot Motor Lifeboat,20091010122811,20090916111417,unknown,
48th (South Midland) Infantry Division,20090809085039,20060502001017,unknown,
4th Fighter Wing,20160603004051,20061113024945,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: [[Wikipedia:Copyright problems/2016 May 29]]
4th Grade (South Park episode),20081203050028,20061024064146,unknown,
5,20030410062850,20030201032058,unknown,
5 World Trade Center,20070816182845,20060203044046,unknown,
5 days a stranger,20050831024459,20050816063235,unknown,
5-Methoxy-6-methyl-2-aminoindane,20100419142600,20091002185647,unknown,
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase,20110321074611,20071101212624,unknown,
5.7 x 28 mm,20071125001706,20041206215037,unknown,
5000 meters,20080608103939,20070925153036,unknown,
501st Clone Trooper Legion,20051015124450,20050927023805,unknown,
54th Anti-Aircraft Brigade,20160412132743,20160404201618,unknown,
56th (London) Division,20160112201213,20080520144229,unknown,
56th Fighter Wing,20160611211320,20070527112915,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: listed at Bwmoll3 CCI for more than seven days (20130819)
56th Guards Air Assault Brigade,20141026104118,20140511203724,unknown,
57th Street-Seventh Avenue (BMT Broadway Line),20061227225922,20060902060922,unknown,
59th New Brunswick legislative election,20160119124635,20101121061432,unknown,
5K resolution,20150401063912,20150325143650,unknown,
5th Avenue Theatre,20060320193022,20051205234812,copyright,content was: '{{copyvio|url=http://www.5thavenuetheatre.org/historyandphotos.shtml}}'yep copyvio
5th Cavalry Regiment (United States),20131220213514,20060114174528,unknown,
6 mm Remington,20081007212759,20070303003256,unknown,
6-carboxyhexanoate-CoA ligase,20110321074621,20071117083304,unknown,
6-sphere coordinates,20070715150712,20070711122313,copyright,delete copyvio versions. content was: '6-sphere coordinates are a coordinate system created by inverting the [[Cartesian coordinate system]].'
6.5 x 54 mm Mannlicher-Schönauer,20071208231352,20070303003415,unknown,
61st & Baltimore (SEPTA Subway–Surface Trolley station),20071013232014,20060824033825,unknown,
63d Airlift Wing,20160606225719,20100402171421,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: listed at Bwmoll3 CCI for more than seven days
66th Air Base Wing,20160608115107,20070508103938,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: [[Wikipedia:Copyright problems/2016 May 25]]
67th Cyberspace Wing,20160609162904,20060923185102,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: [[Wikipedia:Copyright problems/2016 May 25]]
6PER,20080130123742,20070326013043,unknown,
6th Machine Gun Battalion,20120219140405,20120210025029,unknown,
7 Days (song),20141203093651,20141202031237,unknown,
7 Med Bn Gp,20110529222452,20101020044411,unknown,
7 Welcome to London,20120228180500,20100912235854,unknown,
7.62x39,20071124224805,20051224013435,unknown,
7.62x51 NATO,20071124222643,20041211032406,unknown,
7.62×38mmR,20060929002200,20060815133358,unknown,
7.65 x 22 mm Parabellum,20071126005834,20070303003815,unknown,
7.92x 33mm Kurz,20071204173803,20061016144908,unknown,
711chan,20080305021731,20080229215204,unknown,
718 (number),20070608205848,20070221084625,unknown,
71st Flying Training Wing,20160611222234,20070703165632,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: [[Wikipedia:Copyright problems/2016 May 22]]
73rd Regiment of Foot (disambiguation),20100224015803,20100211012036,unknown,
7888 (1993 UC),20130306141216,20111024050114,unknown,
78violet,20160120104839,20051031021241,unknown,
7Up,20040117212640,20021021145029,unknown,
8 Mile (disambiguation),20070502041354,20060503203236,unknown,
8 ball (disambiguation),20110227083659,20101018112553,split from 8 Ball (disambiguation),
8 inch Mk. VI railway gun,20130702030432,20100827194824,unknown,
8-Bit Operators: The Music Of Kraftwerk,20110706005005,20070416123810,unknown,
8-Circuit Consciousness,20040923202556,20031007032653,unknown,
802.1x,20050703171345,20041226234947,unknown,
80th Regiment of Foot,20100216235852,20080306192242,unknown,
82nd Division (disambiguation),20090320183358,20081115215308,unknown,
82nd Field Artillery Regiment,20070613011753,20060527065935,unknown,
88 Fingers Louie,20090702183733,20070617004221,copyright,"Copyvio, listed on [[WP:CP]] since since [[Wikipedia:Copyright problems/2005 December 17|December 17]]. No claim of permission (author mistakedly asumed that (c) 2004 means the [[copyright]] expired after 2004). Copied from http://punkhardcore.com/bands_d"
89th Regiment of Foot,20070207001014,20060208230551,unknown,
8HOT,20080131023420,20070615100330,unknown,
8coupons,20091015033432,20091009215546,unknown,
8th Jäger Division,20111124103952,20090401103323,unknown,
8th Parachute Engineer Regiment (Italy),20131031071458,20131013083648,unknown,
8th Parliament of the Solomon Islands,20140816130332,20100719220948,unknown,
9 mm Largo,20090711160510,20090306235105,unknown,
9-11 domestic conspiracy theory,20030306214602,20030305080333,unknown,
90.7 SYN,20071023125629,20060705124124,unknown,
91:an (comic book),20111127023433,20061111084929,unknown,
96th Test Wing,20160620203756,20070508104156,copyright,Listed at [[Wikipedia:Copyright problems]] for over seven days: [[Wikipedia:Copyright problems/2016 June 17]]
98.6,20070706225126,20060701054613,unknown,
98.6 (disambiguation),20170426050552,20080306192742,unknown,
9P (disambiguation),20150828130721,20120423142505,unknown,
9x18 Makarov,20071124234228,20061003084151,unknown,
9½ Weeks (film),20170103131548,20060108181701,unknown,
A 2 highway (Sri Lanka),20100930041832,20100902065232,unknown,
A Bailar (Lali Esposito album),20150316083030,20140522050148,unknown,
A Bay Bay,20070502173540,20070501142440,unknown,
A Billion Hits,20140414115412,20120516185848,unknown,
A Bit of Fry & Laurie,20080615135828,20060401214946,unknown,
A Brush with Fame,20060803205204,20060731151841,unknown,
A Christmas Melody,20151118103937,20151008035947,unknown,
A Complicated Song,20131219223042,20090221052218,unknown,
A Course in Miracles (book),20060710193600,20060701064132,unknown,
A Course in Miracles/Archive 08,20090802202203,20070812161919,unknown,
A Current Affair (Australian TV series),20061230030024,20060712063916,unknown,
A Family That Preys Together,20080810183023,20080421125022,unknown,
A Fine Balance,20040824205004,20031013214840,unknown,
A Fish Called Selma,20060308223650,20060212141034,copyright,Listed on WP:CP since September 20.  content was: '{{copyvio|url=http://www.lardlad.com/assets/episodes/season7.shtml#3f15}}'
"A Foreign Policy of Freedom: Peace, Commerce, and Honest Friendship",20140411000328,20101227235925,unknown,
A Girl Asleep,20100618114720,20070331114853,unknown,
A Heart To Hold You,20060922161953,20060809104140,unknown,
A Leading Man,20140908213037,20140905235351,unknown,
"A Little Less Sixteen Candles, a Little More 'Touch Me'",20080418080507,20060329013842,unknown,
A Map of Middle-Earth,20160323162619,20111119161652,unknown,
A Matter of Perspective,20060125003509,20060118172810,unknown,
A Moment of Stillness (EP),20061109192435,20060913010328,unknown,
A Monster Calls (film),20141001022139,20140827150549,unknown,
A New Chapter,20061121011741,20061111030631,unknown,
A Night like This (album),20120120083517,20060511144126,unknown,
A Nightmare on Elm Street 2: Freddy's Revenge,20110502204527,20051216063902,unknown,
A Question of Sport,20040824201625,20040802005113,unknown,
A Roman Scandal,20110715175228,20080523100554,unknown,
A Roman Scandal (film),20160413000827,20110715201014,unknown,
A Saucer of Loneliness,20071015213811,20070622170738,unknown,
A Scratch In The Sky,20120602163958,20120601075133,unknown,
A Short History of the World (Geoffrey Blainey),20070727023949,20070620191747,unknown,
A State of Trance 2008,20080921023359,20080906152250,unknown,
A Thin Line Between Chuck and Nate,20100610202425,20080112020143,unknown,
A Thousand Times Good Night,20131029133520,20130625144849,unknown,
A Tout le Monde,20080404143738,20051214124108,unknown,
A View from a Hill,20161106092419,20100419200939,unknown,
A Woman Like You,20120123154723,20100803063426,unknown,
A band (disambiguation),20080318215849,20080306200235,unknown,
A is for Acid,20121217193658,20120121060032,unknown,
A winner is You,20060108213609,20051221033957,unknown,
A-A-P,20040416202000,20030517123541,unknown,
A-Channel Morning,20080811222700,20080604142540,unknown,
A-Frame,20121214053054,20070919115846,unknown,
A. A. Heaps,20070814185221,20070415172652,unknown,
A. C. Green,20050712231757,20050406132429,unknown,
A. C. Nielsen,20041204212014,20041115003824,unknown,
A. Chowdhury (Mysore cricketer),20091102090111,20090130094428,unknown,
A. F. W. Beauchamp Proctor,20091109231809,20060419215236,unknown,
A. G. Russell,20120509081114,20110321212633,unknown,
A. J. Trauth,20090417142227,20070702074211,unknown,
A. O. Smith,20120919044302,20071127182236,unknown,
A. Ogata,20060723050751,20060420225219,unknown,
A. Scott Connelly,20110129191314,20060805195744,unknown,
A.D.X. (file format),20160404151747,20160216222515,unknown,
A.F.C. Croydon Athletic,20121027053741,20120603195221,unknown,
A.F.C. Wallingford,20130623165146,20060719044356,unknown,
A.G. Crowe,20091013223423,20090617073045,unknown,
A.K. Khondakar,20090928002340,20080606083649,unknown,
A.T.O.M. (TV series),20060122184339,20051028131113,unknown,
A.k.a Cassandra (album),20130824045017,20130603095135,unknown,
A1421 road (Great Britain),20130201005313,20120630162226,unknown,
A3 Highway (Sri Lanka),20150215070139,20150129224221,unknown,
A5 road (Malaysia),20110514035855,20100902200235,unknown,
A749 (road),20080710112435,20080517225420,unknown,
AARP the Magazine,20110123013311,20060517223523,unknown,
ABC Kids (U.S.),20160207074940,20040822100629,unknown,
ABC Radio (disambiguation),20110316101209,20080307202343,unknown,
ABC Television (Australia),20080131104321,20061210202119,unknown,
ABE,20091204034755,20061023193340,unknown,
ABS Building Society,20100427014805,20100422054015,unknown,
ABSA Cup,20071115165222,20070525043651,unknown,
ABSA Premier Soccer League 2008–09,20090604135037,20090102180506,unknown,
ABU Song Festivals,20120817134244,20090318231329,unknown,
AC power,20050422175230,20050403043057,unknown,
ACG International School Jakarta,20160128170911,20120710073430,unknown,
ACME Animation Factory,20090310142817,20060410095539,unknown,
ACPI,20051002034623,20050824204645,unknown,
ACS Foresta Suceava,20091008162018,20090708164119,unknown,
ACTTAB Radio,20150423003503,20080709193354,unknown,
ADAM7 mRNA,20080516091151,20070214193110,unknown,
ADP-thymidine kinase,20110321081338,20071212190043,unknown,
ADS (disambiguation),20080728135302,20061215071232,unknown,
