article,first main,first talk
James Peterson (disambiguation),20100119004019,20080613221718
Quincy / Kono yo no Shirushi,20100119065805,20090701072804
Migration Letters,20091211193055,20090910064420
Call Me,20050119022826,20040322063959
Mercosul,20100119201001,20091216221248
Ely Racecourse,20100119220732,20080404162646
John Witt Randall,20100120000408,20070414155851
Export of cryptography,20100120000610,20040811140106
Uzundara,20100120024853,20070131140600
Giuseppina Pasqua,20100120101735,20090925191005
Fawzi Bashir,20100120113849,20070303230747
The Atlantis Revelation,20100120132054,20100112193859
James Todd (disambiguation),20100120181148,20091107233515
"Lichtenstein, Germany",20100120193146,20070327080822
Virgin Comics,20100120193327,20060526001741
Chang Jung-koo,20100120202110,20040822195216
New South Wales Department of Lands,20090907052147,20061113051110
Demetrice Webb,20100121131926,20090503124350
Ray L. Heffner,20100122080327,20090602093309
Daniel Worcester Faunce,20100122081518,20081212121912
William H. P. Faunce,20100122081650,20081210094204
Presidential elections in Singapore,20100122102523,20061119163631
"Frances Vane, Marchioness of Londonderry",20100122111923,20090223052510
African studies journals,20100122143732,20100113170349
Kiss All the Boys,20090108200509,20080530163216
Bede House,20100122174050,20100118212536
Smith Point (disambiguation),20100123013758,20081129044407
Leland Hickman,20100123033036,20061212032143
"John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair",20100123144636,20040420061902
Sergei Magnitsky,20100123165915,20091124200700
Oritsé Williams,20100123192804,20090419030045
Anniston Air Force Base,20100123233306,20090719035506
Democrazy (album),20100124023916,20050715063937
Kenneth Allen,20080711173143,20061028173130
Pontic shad,20100124172809,20070804034506
William Hals,20100124193657,20080319233047
Lake Koronia,20100124201322,20070131173052
Chevy Rock and Roll 400,20100124201610,20050719235845
Grey and Bell (New Zealand electorate),20100124235343,20090528051025
Arthur VanCleve Hill,20100125013840,20071121143350
Official Live Bootleg/The Beard is Out There,20100125022450,20060823152857
History of rail transport in Haiti,20100125141055,20061129013459
Volkswagen India,20100125153650,20091102162529
Anura Dissanayaka,20100125162000,20090906233919
Totemist,20100125233404,20100103051217
Atlanta Streetcar,20100126003136,20070420184100
Floyd Thomson,20100126005920,20051124163754
Superficial,20100126064129,20060720203425
Taxpayers' money,20100126073026,20090328121402
"John Young, 1st Baron Lisgar",20100126150646,20070326182623
Biocentrism,20100126224510,20060313201850
Legion (film),20100127041741,20080810174927
Cyclone Olivia,20100127134309,20091018155047
Center for Global Public Relations,20100127143547,20091223071220
Lost planet (series),20100127182501,20100121235440
Andrea Anders (actress),20100127193255,20060806113804
National Trails (United Kingdom),20100127222940,20071022203629
2009 Capital of Arab Culture,20100127234107,20090322155357
"Vega, Monterey County, California",20100128051911,20090703215753
André Lamy,20100128114728,20070917070045
People's Republic of Albania (Republika Popullore e Shqipërisë),20100128143708,20100125174233
F(x) (Girl group),20100129094834,20091204152350
Mini saga,20100129121950,20090901165739
Edward Marshall-Hall,20100129193402,20060920022946
List of county routes in California,20100129203727,20050808020420
Rajah Sulaiman Movement,20100130121024,20080407084725
2009-2010 flu pandemic in Europe,20100130144506,20091231081250
George Edward Moore,20100130181715,20050327205100
Silver Knight,20100130190033,20070129181311
Adigo Dinalo,20100130190814,20060805231055
Khaled Adenon,20100130192811,20070921172533
Valere Amoussou,20100130192906,20090428185312
Seidath Tchomogo,20100130193001,20080109203102
Abdoulaye Ouzerou,20100130193109,20090428185955
Patrice Djokoue,20100130193149,20090428185443
SDIC,20100105171422,20080823040150
Donkey Kong (series),20100131042954,20060806022628
ಠ ಠ,20100131191102,20100129112012
Carlos Oliveira (Resident Evil),20100131195340,20060311022138
Opara,20100131224823,20100125143007
Coalfields Road,20100201042127,20061218143231
Blind date (disambiguation),20100201132510,20080212221229
Olympic Stadium (ŞanlıUrfa),20100201151809,20090802235730
Reconnaissance (military),20100201155018,20040903092949
Nikolai Ivanov,20100201163637,20090805152020
Love For Dessert,20090108160239,20081231132710
Spring Fever (manga),20090110230705,20080530163302
Osborne Anderson (ice hockey),20100201174440,20080106165605
Edward Thorpe (disambiguation),20100201193703,20090417202259
"Mai Xá, Gio Mai",20100202073049,20100130040710
"Dhaka, Purvi Champaran",20100202120236,20080606043533
"Lamoille-2 Vermont Representative District, 2002-2012",20100202120745,20090730214711
José María López Lledín,20100202142728,20100131210726
Yemen Airlines,20100202154817,20091026082441
Integral theory (Ken Wilber),20100202170358,20060407152619
Siaka Dango,20100202171925,20081105142520
Peterhof (disambiguation),20100202210423,20081127163303
Samuel Hulse,20100202225937,20090112204522
Lord William Paulet,20100202234623,20081215152830
"Sir William Houston, 1st Baronet",20100203001921,20060916215940
Türkiye Kupası 2008–09,20100203130048,20081013123714
Jolanta Kwaśniewska,20100203174436,20050319071739
La Grande-2 Hydroelectric Power Station,20100203185830,20090421223440
Bunmi Mojekwu,20100203214732,20100113202144
Saifee Villa,20100204025858,20100131202627
List of South Carolina counties,20100204033709,20021013223551
Sankaramanchi,20100204143302,20030512062210
Sonic the Hedgehog 4: Episode 1,20100204182050,20090910144613
Lindsay Hamilton,20100204032229,20090426072659
Cypripedium calceolus,20070621213457,20060620170209
"Margaret Mackworth, 2nd Viscountess Rhondda",20100205175628,20061220190719
"Katherine Stanhope, Countess of Chesterfield",20100205181626,20070625205328
The International Journal of Psychiatry,20100206083857,20040124150913
2010 Attacks against places of worship in Malaysia (2010),20100206085240,20100110182733
George Chapman (healer),20100206165601,20071021160707
New Nyali Bridge,20100206224158,20080909110343
André Lamy (film producer),20100206231208,20100128115710
Luther Blissett (footballer),20100207024302,20030520230317
Stal-2,20100207063618,20090607223207
Vathy (disambiguation),20100207162017,20081130230113
16th Air Assault Brigade,20100207171733,20080611040657
St. Paul the Apostle Church (Manhattan),20100207192350,20070808182314
Themistocles Hoetis,20100207221423,20091119031615
List of Jews/Archive1,20100208070408,20051229092128
German-Polish relations,20100208074724,20081026094831
Blind John Davis,20100208110534,20070522164714
Million Dollar Girl,20100208131852,20100206154951
2009–10 ABL League Championships,20100208134135,20091109153650
Scott Christian College,20100208141000,20061021201535
Joel Wynkoop,20100208145440,20070326033843
Season 4,20100208155735,20100124223014
Anglophilia,20100208172926,20070808182353
UCSI University,20100208174803,20070304180948
John Richardson (Maine Politician),20100208211959,20060601070736
William C. Alexander (1848–1937),20100209022941,20081208182657
Darren Chau,20100209073602,20060831194131
Loren Driscoll,20100209131226,20090703214237
Journal of African cultural studies,20100209172554,20090910060622
Thomas H. Crawford (Louisville mayor),20100209173316,20061222182620
James Gibson (footballer born 1989),20100209195321,20080116122042
John J Cavanaugh,20100209195954,20061120150704
Ken Wagstaff,20100210060548,20080501032712
The Sweetest Days (Vanessa Williams album),20100210062803,20070618045350
Small-l liberal,20100210100621,20040428122419
Namibcypris costata,20100210123010,20070810052345
Tikka (food),20100210142808,20060311105738
The Sweetest Days,20070612230337,20070422170840
Eurydice (mythology),20050401075228,20021119063726
Peter O'Brien (disambiguation),20100211063802,20090719202139
All Assam Chess Association,20100211091802,20070827031808
Side of a Bullet (Nickelback song),20100211102241,20060513013504
Boyce Thompson Institute,20100211121355,20070202180734
2008–09 Slohokej Liga season,20100211171551,20100204021025
Greatest Hits 1974–1978,20100211224303,20060423183517
Nilai International University College,20100212005123,20100211002337
1st Marine Regiment,20100212064657,20060408010325
Like You Do... Best of the Lightning Seeds,20100212094045,20060823110438
Walsh Cup,20100209003116,20061129183959
Firewall (computing),20050104191833,20040408153845
Itsekiri language,20100212150128,20070528200550
John Kennedy (Medal of Honor recipient),20100212154957,20100206165452
Mark Stoermer,20100212214910,20060412000052
Sagarika Ghose-Sardesai,20100213212129,20070222074535
Hurricane Ivan (1980),20100214022947,20060113173606
Brian Leiter,20100214023640,20060331104249
Peabody Energy Corporation,20100214071420,20060711053935
Battle of Grunwald,20020702211633,20011203023328
Robert Romano (ER),20100214110243,20040712031917
Toboggan (hat),20100214150132,20091111053510
Sarah Buxton (singer),20100214165435,20070330014943
Coup of 12 June,20090712170828,20090617061958
Predators,20100215033721,20090430231237
Pihlajavesi (disambiguation),20100215092335,20081127181859
JAG (disambiguation),20100215145540,20080130182233
The Good Guy (film),20100215161719,20100206065608
Pursaklar S.K.,20100215175906,20090328142620
Signs Of Life (album),20100215192856,20081124023922
BPT (disambiguation),20100215194139,20080829211811
Weight class (boxing),20100215213613,20050613023548
Eighth Precinct Police Station,20100215221207,20080827115717
SBC Communications,20100216002552,20050127182000
Hamid Bin Ahmad Al-Rifaie,20100216095221,20100207162020
Liaquatpur,20100216114033,20080723145122
Tom King (footballer),20160924170353,20100217083419
Income elasticity of demand (YED),20100216120555,20080603130112
Love Jihad,20100216163137,20091017055803
Girls Next Door (band),20100216231628,20080816044202
80th Regiment of Foot,20100216235852,20080306192242
Lancelot Eric Richdale,20100217000818,20070509135815
David A. Nethercot,20100217013335,20100216011022
Yakovlev Yak-41,20100217125159,20060920152840
Andrew Barnard,20100217140902,20081217134654
Mendeleevskaya,20100217153319,20091205034439
Helsinki-Vantaa Airport,20100217172724,20021028211106
Windy Point Wind Farm,20100217222217,20090405122702
Steak n Shake,20100217230656,20060801054537
Hart (racing),20100218033311,20060829135719
Snow White and the Three Stooges,20100218075422,20060612210339
T.M. Varghese,20100218125702,20080717134206
Vincent Strudwick (academic),20100218160142,20070330183932
Alberta Meda,20100218212007,20100214021520
Ours,20100218213003,20070205023018
Cardiac arrhythmia,20091214200416,20030928180239
Denver Dynamite,20080831011135,20070209214720
Kovács (surname),20100219143042,20061009095204
Krasnaya Polyana (disambiguation),20100219144116,20081124184320
Biomineralisation,20100219174636,20071204160952
Lucky Man (disambiguation),20100219202020,20081114211702
Red ear syndrome,20100219212312,20090330002008
Curt Stern (geneticist),20100219234744,20070413195433
List of The Tonight Show with Jay Leno episodes (2010),20100220055353,20090924142912
Gozo Island,20060826121949,20051206191242
Roger di Flor,20030819123133,20030815013641
European Monetary Union,20040712223116,20020909234602
Lindsay Ashford (author),20100220124015,20090117101919
Doug Forrester,20100220182328,20050720142023
List of Major League Baseball annual runs batted in leaders,20100220195028,20070107093812
Gilles Esnault,20100220214404,20070201015125
Neil Entwistle (murderer),20100220234511,20060209212719
Booster Gold (volume 2),20100221003754,20090216033852
Colin Stewart (footballer),20100221004102,20080623091938
Karel Svoboda (musician),20100221012255,20090619072608
Physiology and Behavior,20100221060625,20090422125503
Muriel Humphrey,20100221084841,20061105184941
Carolyn Wright (high jumper),20100221135504,20080304192425
Chris Carr (British musician),20100221225450,20100214004520
John of Cornwall,20100221225510,20070906175629
NWS (disambiguation),20100221232435,20080801172355
Thor (Marvel Comics),20060421140037,20040128083035
Journal of African economies,20100222104642,20090910060639
Milwaukee Panthers men's basketball,20080104134012,20070802015711
Noriyoshi Oba,20100222181933,20090713144731
Russian Chilean,20100223081759,20081226055218
Charles Edmund Nugent,20100223113915,20081217162437
"John Smith (British Army officer, born 1754)",20100223120333,20090112184757
George Hamilton Seymour,20100223123638,20081216145350
